User_ID,Signup_Date,City,Account_Type,KYC_Status,Trade_ID,Trade_Date,Segment,Buy_Sell,Quantity,Price,Brokerage_Fee,Trade_Value,Revenue,Cost,Profit,Leverage_Used,Margin_Call_Flag,Holding_Time_Hours
U104657,2024-05-11,Kolkata,Basic,Verified,T704657,2024-09-29,Crypto,Sell,356.98,3170.76,37.62,1131897.9,37.62,12.84,24.78,5.81,Yes,53
U104658,2024-02-19,Hyderabad,Basic,Pending,T704658,2024-10-04,F&O,Sell,388.48,2523.84,26.67,980461.36,26.67,15.62,11.05,1.69,No,65
U104659,2024-05-27,Hyderabad,Premium,Verified,T704659,2024-07-25,Crypto,Sell,221.21,3989.1,48.92,882428.81,48.92,22.66,26.26,7.29,Yes,49
U104660,2024-03-26,Mumbai,Premium,Verified,T704660,2024-09-06,Crypto,Sell,193.31,1238.46,22.32,239406.7,22.32,13.04,9.28,1.93,No,114
U104661,2024-05-05,Hyderabad,Basic,Verified,T704661,2024-07-14,Equity,Sell,355.04,460.41,22.81,163463.97,22.81,11.91,10.9,4.51,No,13
U104662,2024-03-27,Bengaluru,Premium,Verified,T704662,2024-07-19,Crypto,Buy,496.45,2679.41,27.36,1330193.09,27.36,10.04,17.32,3.49,No,44
U104663,2024-05-26,Kolkata,Premium,Verified,T704663,2024-09-06,Equity,Sell,438.76,4477.31,5.3,1964464.54,5.3,2.73,2.57,7.55,No,60
U104664,2024-01-16,Chennai,Premium,Pending,T704664,2024-09-17,Equity,Sell,8.04,3491.32,15.54,28070.21,15.54,8.16,7.38,3.18,No,106
U104665,2024-02-29,Delhi,Premium,Pending,T704665,2024-08-30,Equity,Sell,57.88,677.69,17.19,39224.7,17.19,7.6,9.59,1.96,No,5
U104666,2024-05-24,Kolkata,Premium,Verified,T704666,2024-06-29,Equity,Buy,210.59,595.49,47.04,125404.24,47.04,21.52,25.52,7.08,No,43
U104667,2024-03-05,Pune,Basic,Pending,T704667,2024-09-08,F&O,Sell,183.61,3362.53,30.03,617394.13,30.03,17.83,12.2,4.88,No,100
U104668,2024-04-01,Kolkata,Basic,Pending,T704668,2024-06-05,F&O,Buy,30.08,4707.98,35.31,141616.04,35.31,15.94,19.37,3.88,No,19
U104669,2024-01-22,Bengaluru,Basic,Verified,T704669,2024-07-14,Equity,Sell,480.86,1735.92,31.22,834734.49,31.22,14.84,16.38,1.36,No,98
U104670,2024-01-11,Chennai,Basic,Pending,T704670,2024-06-23,F&O,Sell,99.65,4594.81,25.08,457872.82,25.08,11.18,13.9,5.79,Yes,112
U104671,2024-01-10,Hyderabad,Basic,Pending,T704671,2024-09-29,F&O,Buy,384.56,659.8,40.34,253732.69,40.34,18.12,22.22,3.71,No,63
U104672,2024-04-19,Chennai,Premium,Pending,T704672,2024-10-02,Equity,Buy,206.54,4601.82,38.49,950459.9,38.49,19.25,19.24,5.96,Yes,19
U104673,2024-04-25,Pune,Premium,Verified,T704673,2024-07-04,Equity,Buy,54.27,4427.69,14.48,240290.74,14.48,5.03,9.45,2.15,No,87
U104674,2024-02-11,Mumbai,Basic,Pending,T704674,2024-06-13,Equity,Buy,354.89,4642.41,29.71,1647544.88,29.71,9.21,20.5,5.88,No,77
U104675,2024-02-05,Chennai,Basic,Verified,T704675,2024-07-13,Crypto,Buy,121.19,1552.15,16.36,188105.06,16.36,7.49,8.87,7.41,No,31
U104676,2024-04-17,Hyderabad,Premium,Pending,T704676,2024-06-17,F&O,Buy,188.54,4434.97,41.52,836169.24,41.52,23.84,17.68,6.95,No,118
U104677,2024-04-14,Pune,Basic,Pending,T704677,2024-10-23,Equity,Buy,271.72,2714.06,16.85,737464.38,16.85,8.3,8.55,3.18,No,99
U104678,2024-05-01,Chennai,Premium,Verified,T704678,2024-08-29,F&O,Sell,437.02,2043.23,14.07,892932.37,14.07,7.1,6.97,4.03,No,74
U104679,2024-04-09,Chennai,Premium,Pending,T704679,2024-09-15,Equity,Sell,362.05,4261.7,9.39,1542948.48,9.39,3.96,5.43,1.29,No,75
U104680,2024-05-16,Chennai,Premium,Pending,T704680,2024-06-03,F&O,Buy,299.69,1163.44,34.81,348671.33,34.81,17.19,17.62,2.69,No,73
U104681,2024-02-08,Hyderabad,Basic,Pending,T704681,2024-07-04,Equity,Buy,151.58,2682.99,11.61,406687.62,11.61,3.93,7.68,3.1,No,44
U104682,2024-04-17,Chennai,Basic,Pending,T704682,2024-06-26,Crypto,Buy,324.32,3269.71,37.45,1060432.35,37.45,19.64,17.81,6.44,No,8
U104683,2024-03-10,Mumbai,Premium,Verified,T704683,2024-08-25,Crypto,Sell,371.78,1007.53,28.91,374579.5,28.91,9.95,18.96,4.23,No,10
U104684,2024-04-14,Delhi,Premium,Verified,T704684,2024-10-24,Equity,Sell,496.43,1354.63,9.68,672478.97,9.68,3.59,6.09,3.79,No,75
U104685,2024-01-24,Mumbai,Premium,Pending,T704685,2024-10-17,F&O,Sell,315.28,3047.33,10.32,960762.2,10.32,4.63,5.69,3.94,No,78
U104686,2024-05-24,Chennai,Premium,Pending,T704686,2024-06-25,F&O,Sell,430.89,2196.0,28.44,946234.44,28.44,8.66,19.78,7.62,No,17
U104687,2024-03-03,Delhi,Premium,Pending,T704687,2024-08-29,Equity,Sell,405.69,4453.59,40.63,1806776.93,40.63,23.27,17.36,7.84,Yes,87
U104688,2024-04-06,Mumbai,Premium,Verified,T704688,2024-08-05,F&O,Buy,29.16,1557.78,21.96,45424.86,21.96,11.31,10.65,7.01,No,106
U104689,2024-03-18,Delhi,Premium,Verified,T704689,2024-06-05,Equity,Sell,397.81,249.01,35.44,99058.67,35.44,14.83,20.61,1.92,No,43
U104690,2024-02-17,Chennai,Basic,Pending,T704690,2024-10-13,Equity,Buy,133.88,4642.28,29.42,621508.45,29.42,10.82,18.6,2.36,No,38
U104691,2024-05-17,Pune,Basic,Pending,T704691,2024-10-26,Crypto,Buy,66.8,3943.71,27.38,263439.83,27.38,11.13,16.25,1.56,No,30
U104692,2024-01-27,Bengaluru,Basic,Verified,T704692,2024-09-04,F&O,Sell,451.26,1216.63,7.07,549016.45,7.07,3.15,3.92,1.49,No,41
U104693,2024-02-02,Pune,Basic,Pending,T704693,2024-09-20,Equity,Sell,24.76,2091.32,42.62,51781.08,42.62,13.49,29.13,4.35,No,101
U104694,2024-01-31,Chennai,Premium,Verified,T704694,2024-09-26,F&O,Buy,478.8,2799.07,12.92,1340194.72,12.92,5.5,7.42,3.22,No,18
U104695,2024-01-25,Bengaluru,Premium,Pending,T704695,2024-09-22,Crypto,Sell,210.3,2137.12,27.0,449436.34,27.0,13.5,13.5,1.94,No,96
U104696,2024-03-09,Bengaluru,Premium,Pending,T704696,2024-09-16,F&O,Sell,251.85,1360.55,11.06,342654.52,11.06,4.52,6.54,3.74,No,21
U104697,2024-01-15,Bengaluru,Basic,Pending,T704697,2024-09-19,F&O,Buy,170.02,4371.81,9.8,743295.14,9.8,3.48,6.32,7.25,Yes,20
U104698,2024-03-25,Pune,Premium,Pending,T704698,2024-09-10,Equity,Sell,252.92,3090.28,25.81,781593.62,25.81,15.0,10.81,5.95,No,88
U104699,2024-04-23,Delhi,Basic,Pending,T704699,2024-06-07,Crypto,Buy,257.96,2366.49,44.23,610459.76,44.23,14.05,30.18,5.81,Yes,92
U104700,2024-01-04,Kolkata,Basic,Pending,T704700,2024-07-22,Equity,Buy,273.11,2943.67,41.92,803945.71,41.92,18.26,23.66,4.78,No,79
U104701,2024-02-02,Hyderabad,Premium,Pending,T704701,2024-10-20,Crypto,Sell,220.7,2970.26,11.46,655536.38,11.46,4.89,6.57,1.88,No,29
U104702,2024-02-03,Hyderabad,Premium,Verified,T704702,2024-10-16,Crypto,Buy,320.16,2769.23,9.4,886596.68,9.4,4.95,4.45,3.41,No,59
U104703,2024-04-29,Bengaluru,Basic,Pending,T704703,2024-08-03,Crypto,Sell,51.41,3000.99,8.13,154280.9,8.13,4.67,3.46,2.9,No,18
U104704,2024-05-11,Chennai,Premium,Pending,T704704,2024-05-31,Equity,Sell,266.87,1102.11,34.43,294120.1,34.43,14.63,19.8,5.72,Yes,4
U104705,2024-01-08,Chennai,Basic,Verified,T704705,2024-06-25,Crypto,Sell,208.73,1667.61,40.73,348080.24,40.73,22.66,18.07,5.56,Yes,114
U104706,2024-04-09,Mumbai,Premium,Verified,T704706,2024-08-12,F&O,Sell,120.87,2872.96,12.88,347254.68,12.88,4.73,8.15,5.86,No,33
U104707,2024-01-16,Chennai,Basic,Pending,T704707,2024-09-06,Equity,Sell,412.96,1235.53,40.13,510224.47,40.13,21.6,18.53,5.49,No,26
U104708,2024-05-14,Hyderabad,Basic,Pending,T704708,2024-06-23,Crypto,Sell,58.53,4871.74,28.3,285142.94,28.3,14.34,13.96,4.16,No,110
U104709,2024-01-20,Pune,Basic,Pending,T704709,2024-09-23,F&O,Buy,159.73,3468.26,48.97,553985.17,48.97,20.14,28.83,2.78,No,16
U104710,2024-03-15,Mumbai,Basic,Pending,T704710,2024-10-23,F&O,Buy,414.31,2127.53,45.54,881456.95,45.54,19.7,25.84,7.76,No,13
U104711,2024-03-31,Delhi,Basic,Verified,T704711,2024-09-12,Equity,Buy,338.44,1751.48,37.53,592770.89,37.53,15.8,21.73,2.5,No,112
U104712,2024-01-06,Chennai,Premium,Pending,T704712,2024-07-16,F&O,Buy,49.02,3339.12,37.33,163683.66,37.33,14.86,22.47,7.59,Yes,38
U104713,2024-04-04,Bengaluru,Premium,Verified,T704713,2024-06-01,Crypto,Buy,256.63,1617.43,14.23,415081.06,14.23,5.74,8.49,6.4,No,61
U104714,2024-05-01,Delhi,Basic,Verified,T704714,2024-07-28,Equity,Buy,178.57,4437.54,14.4,792411.52,14.4,5.38,9.02,6.63,No,102
U104715,2024-01-07,Kolkata,Premium,Verified,T704715,2024-09-22,Crypto,Buy,462.23,3705.15,18.08,1712631.48,18.08,10.55,7.53,1.71,No,61
U104716,2024-05-30,Mumbai,Basic,Verified,T704716,2024-09-15,F&O,Sell,166.98,941.18,28.15,157158.24,28.15,11.14,17.01,4.9,No,119
U104717,2024-03-06,Hyderabad,Basic,Verified,T704717,2024-06-30,Equity,Buy,494.4,934.43,46.5,461982.19,46.5,27.79,18.71,7.58,No,96
U104718,2024-05-20,Hyderabad,Basic,Pending,T704718,2024-06-12,Equity,Sell,152.52,3634.87,44.06,554390.37,44.06,15.01,29.05,3.81,No,37
U104719,2024-02-04,Hyderabad,Premium,Pending,T704719,2024-06-10,Equity,Buy,385.8,216.0,35.97,83332.8,35.97,20.59,15.38,4.58,No,71
U104720,2024-03-23,Delhi,Basic,Verified,T704720,2024-08-17,Crypto,Buy,59.56,3043.61,19.42,181277.41,19.42,8.23,11.19,3.16,No,85
U104721,2024-05-18,Chennai,Premium,Pending,T704721,2024-09-01,Equity,Buy,242.85,3768.05,42.44,915070.94,42.44,16.99,25.45,1.92,No,42
U104722,2024-03-15,Bengaluru,Premium,Pending,T704722,2024-09-27,Equity,Sell,13.53,1090.0,38.55,14747.7,38.55,20.88,17.67,4.58,No,9
U104723,2024-01-04,Chennai,Basic,Pending,T704723,2024-07-06,Crypto,Buy,452.19,860.72,23.84,389208.98,23.84,13.95,9.89,4.43,No,60
U104724,2024-04-01,Pune,Premium,Pending,T704724,2024-07-06,Equity,Buy,401.66,3551.49,18.73,1426491.47,18.73,10.28,8.45,1.4,No,117
U104725,2024-05-02,Mumbai,Premium,Pending,T704725,2024-07-11,Equity,Buy,57.68,3101.82,46.1,178912.98,46.1,21.9,24.2,5.93,Yes,58
U104726,2024-01-16,Delhi,Premium,Pending,T704726,2024-10-08,Crypto,Sell,158.8,4517.75,49.38,717418.7,49.38,28.03,21.35,3.5,No,14
U104727,2024-02-14,Delhi,Premium,Verified,T704727,2024-06-01,Crypto,Buy,171.77,4141.76,36.82,711430.12,36.82,17.9,18.92,3.62,No,89
U104728,2024-03-29,Chennai,Basic,Verified,T704728,2024-10-15,Equity,Buy,366.21,1645.49,7.83,602594.89,7.83,2.61,5.22,7.35,No,88
U104729,2024-04-10,Mumbai,Premium,Pending,T704729,2024-07-25,Crypto,Sell,448.33,4551.39,36.68,2040524.68,36.68,19.35,17.33,1.6,No,56
U104730,2024-03-06,Chennai,Premium,Verified,T704730,2024-10-15,Equity,Sell,357.13,3958.54,42.15,1413713.39,42.15,15.7,26.45,2.11,No,41
U104731,2024-05-12,Mumbai,Premium,Pending,T704731,2024-08-29,F&O,Buy,399.64,2627.85,46.12,1050193.97,46.12,14.11,32.01,6.47,Yes,17
U104732,2024-02-23,Pune,Premium,Verified,T704732,2024-10-15,Crypto,Buy,131.79,4423.42,26.0,582962.52,26.0,11.79,14.21,5.24,No,94
U104733,2024-02-21,Kolkata,Basic,Pending,T704733,2024-06-18,Crypto,Sell,195.18,4727.91,48.78,922793.47,48.78,18.72,30.06,1.5,No,111
U104734,2024-02-06,Delhi,Basic,Verified,T704734,2024-08-24,F&O,Buy,473.3,4373.9,16.92,2070166.87,16.92,5.28,11.64,3.77,No,3
U104735,2024-01-23,Delhi,Premium,Verified,T704735,2024-06-12,Equity,Sell,268.74,4766.24,27.43,1280879.34,27.43,10.46,16.97,2.3,No,51
U104736,2024-04-22,Chennai,Basic,Pending,T704736,2024-05-31,F&O,Sell,348.16,4491.95,48.35,1563917.31,48.35,20.31,28.04,3.49,No,25
U104737,2024-05-25,Mumbai,Basic,Pending,T704737,2024-06-11,F&O,Buy,442.61,4889.02,35.43,2163929.14,35.43,18.17,17.26,4.28,No,64
U104738,2024-04-18,Hyderabad,Premium,Pending,T704738,2024-07-17,Equity,Sell,207.43,3554.25,28.63,737258.08,28.63,15.19,13.44,1.79,No,94
U104739,2024-03-23,Kolkata,Premium,Pending,T704739,2024-08-29,F&O,Sell,498.77,1874.48,38.12,934934.39,38.12,16.98,21.14,5.24,No,9
U104740,2024-02-21,Bengaluru,Basic,Verified,T704740,2024-07-05,Equity,Sell,110.29,3472.31,29.95,382961.07,29.95,12.65,17.3,6.35,Yes,61
U104741,2024-02-07,Pune,Premium,Verified,T704741,2024-06-08,Equity,Sell,239.27,4627.92,10.79,1107322.42,10.79,6.43,4.36,3.12,No,15
U104742,2024-04-10,Kolkata,Basic,Verified,T704742,2024-08-28,Equity,Buy,54.86,4556.96,23.83,249994.83,23.83,10.26,13.57,1.47,No,114
U104743,2024-03-01,Pune,Basic,Pending,T704743,2024-08-05,Crypto,Buy,179.94,4708.44,16.64,847236.69,16.64,9.51,7.13,5.07,No,97
U104744,2024-04-03,Kolkata,Premium,Pending,T704744,2024-06-09,Crypto,Buy,471.34,3239.11,5.68,1526722.11,5.68,3.02,2.66,7.34,Yes,14
U104745,2024-02-21,Mumbai,Premium,Pending,T704745,2024-07-20,F&O,Buy,311.2,2373.88,8.34,738751.46,8.34,3.04,5.3,1.37,No,84
U104746,2024-03-10,Bengaluru,Premium,Pending,T704746,2024-06-11,Equity,Buy,391.85,504.81,9.25,197809.8,9.25,4.72,4.53,1.32,No,43
U104747,2024-05-27,Delhi,Premium,Pending,T704747,2024-10-01,Crypto,Sell,431.55,1743.85,33.67,752558.47,33.67,19.76,13.91,2.44,No,1
U104748,2024-02-15,Kolkata,Basic,Verified,T704748,2024-09-04,F&O,Sell,301.7,3866.19,18.09,1166429.52,18.09,5.6,12.49,4.05,No,100
U104749,2024-02-10,Delhi,Premium,Pending,T704749,2024-10-04,Crypto,Sell,475.3,430.43,8.89,204583.38,8.89,2.88,6.01,2.26,No,85
U104750,2024-03-20,Delhi,Premium,Verified,T704750,2024-06-05,F&O,Buy,147.19,2578.56,22.37,379538.25,22.37,12.76,9.61,1.89,No,86
U104751,2024-05-12,Mumbai,Basic,Pending,T704751,2024-09-27,Equity,Buy,323.99,747.02,49.04,242027.01,49.04,14.85,34.19,4.0,No,34
U104752,2024-04-08,Kolkata,Basic,Pending,T704752,2024-10-17,Crypto,Sell,74.71,1233.7,49.71,92169.73,49.71,15.06,34.65,2.91,No,56
U104753,2024-04-05,Kolkata,Premium,Pending,T704753,2024-08-30,F&O,Buy,350.21,3735.93,23.48,1308360.05,23.48,8.54,14.94,6.45,Yes,83
U104754,2024-01-19,Mumbai,Basic,Verified,T704754,2024-08-01,F&O,Buy,301.22,4237.04,14.02,1276281.19,14.02,7.35,6.67,3.34,No,74
U104755,2024-02-24,Kolkata,Premium,Verified,T704755,2024-08-31,Equity,Buy,489.9,3428.78,23.1,1679759.32,23.1,8.06,15.04,3.36,No,20
U104756,2024-03-06,Delhi,Basic,Pending,T704756,2024-09-24,Crypto,Sell,260.0,4941.04,38.28,1284670.4,38.28,17.55,20.73,7.43,Yes,86
U104757,2024-03-24,Mumbai,Basic,Verified,T704757,2024-10-14,Equity,Buy,436.43,3017.42,26.9,1316892.61,26.9,14.13,12.77,4.0,No,96
U104758,2024-05-26,Hyderabad,Premium,Pending,T704758,2024-10-14,Equity,Sell,110.04,2215.89,32.83,243836.54,32.83,15.12,17.71,3.43,No,72
U104759,2024-01-01,Mumbai,Basic,Pending,T704759,2024-10-13,F&O,Buy,481.52,2086.99,34.19,1004927.42,34.19,18.4,15.79,1.67,No,49
U104760,2024-04-07,Kolkata,Premium,Pending,T704760,2024-06-07,Equity,Buy,386.6,2109.26,21.15,815439.92,21.15,8.67,12.48,3.88,No,9
U104761,2024-02-25,Kolkata,Premium,Verified,T704761,2024-10-20,Equity,Buy,361.59,4471.74,44.61,1616936.47,44.61,21.88,22.73,2.19,No,89
U104762,2024-03-07,Delhi,Premium,Verified,T704762,2024-10-12,F&O,Buy,300.13,4016.63,9.44,1205511.16,9.44,4.15,5.29,4.82,No,25
U104763,2024-01-27,Mumbai,Premium,Pending,T704763,2024-08-03,F&O,Sell,232.2,4663.04,19.14,1082757.89,19.14,6.07,13.07,2.27,No,47
U104764,2024-04-12,Delhi,Basic,Pending,T704764,2024-08-17,Equity,Sell,7.9,1051.17,31.76,8304.24,31.76,11.85,19.91,2.58,No,109
U104765,2024-04-15,Delhi,Basic,Verified,T704765,2024-10-06,F&O,Sell,100.54,2922.07,36.18,293784.92,36.18,13.07,23.11,2.81,No,36
U104766,2024-02-05,Hyderabad,Premium,Pending,T704766,2024-07-24,Equity,Sell,33.33,4742.59,35.72,158070.52,35.72,14.65,21.07,3.25,No,100
U104767,2024-02-18,Hyderabad,Premium,Pending,T704767,2024-06-12,F&O,Buy,358.04,4518.27,19.08,1617721.39,19.08,9.16,9.92,2.51,No,26
U104768,2024-05-20,Pune,Premium,Pending,T704768,2024-07-11,Equity,Buy,379.51,1963.37,42.27,745118.55,42.27,19.87,22.4,7.82,No,86
U104769,2024-02-17,Delhi,Premium,Pending,T704769,2024-07-13,F&O,Sell,193.68,2540.45,43.27,492034.36,43.27,21.52,21.75,1.03,No,76
U104770,2024-03-31,Chennai,Premium,Pending,T704770,2024-10-03,F&O,Sell,397.26,4804.56,26.25,1908659.51,26.25,11.83,14.42,2.29,No,46
U104771,2024-02-18,Delhi,Premium,Pending,T704771,2024-09-17,Equity,Buy,52.71,1423.1,16.29,75011.6,16.29,9.1,7.19,1.18,No,104
U104772,2024-05-09,Hyderabad,Premium,Verified,T704772,2024-10-18,Crypto,Buy,465.32,3464.34,37.72,1612026.69,37.72,13.94,23.78,2.28,No,85
U104773,2024-01-15,Chennai,Basic,Verified,T704773,2024-06-19,Equity,Buy,187.92,2071.66,44.04,389306.35,44.04,26.19,17.85,6.63,Yes,70
U104774,2024-01-01,Delhi,Basic,Verified,T704774,2024-10-07,Equity,Sell,465.54,4200.28,29.47,1955398.35,29.47,14.13,15.34,6.89,Yes,41
U104775,2024-03-02,Kolkata,Basic,Pending,T704775,2024-09-16,F&O,Buy,185.7,437.91,12.54,81319.89,12.54,6.85,5.69,5.67,Yes,109
U104776,2024-05-11,Hyderabad,Basic,Pending,T704776,2024-08-20,Crypto,Sell,425.81,4621.23,36.22,1967765.95,36.22,17.64,18.58,7.65,Yes,74
U104777,2024-05-01,Mumbai,Basic,Pending,T704777,2024-09-20,Equity,Sell,48.71,294.04,40.66,14322.69,40.66,15.94,24.72,3.76,No,56
U104778,2024-04-27,Mumbai,Basic,Verified,T704778,2024-08-22,Equity,Buy,55.96,1938.8,46.06,108495.25,46.06,26.26,19.8,6.29,Yes,87
U104779,2024-05-10,Delhi,Basic,Verified,T704779,2024-09-16,Equity,Sell,29.6,966.24,22.87,28600.7,22.87,12.87,10.0,4.54,No,48
U104780,2024-04-11,Bengaluru,Premium,Verified,T704780,2024-08-10,Crypto,Buy,8.76,702.22,30.25,6151.45,30.25,14.95,15.3,7.97,Yes,27
U104781,2024-02-26,Kolkata,Basic,Verified,T704781,2024-06-14,F&O,Buy,447.53,2733.97,17.27,1223533.59,17.27,7.04,10.23,6.87,Yes,64
U104782,2024-04-20,Pune,Premium,Pending,T704782,2024-10-21,F&O,Sell,29.26,4193.61,24.26,122705.03,24.26,7.41,16.85,7.1,No,111
U104783,2024-04-12,Bengaluru,Premium,Pending,T704783,2024-10-23,Crypto,Sell,325.96,4476.09,41.07,1459026.3,41.07,18.52,22.55,2.05,No,110
U104784,2024-05-04,Pune,Basic,Pending,T704784,2024-06-23,Crypto,Buy,237.78,1490.95,25.28,354518.09,25.28,10.28,15.0,4.78,No,7
U104785,2024-03-26,Kolkata,Premium,Pending,T704785,2024-10-13,Equity,Buy,364.94,1739.04,14.76,634645.26,14.76,8.78,5.98,5.87,Yes,26
U104786,2024-02-14,Bengaluru,Premium,Pending,T704786,2024-10-05,F&O,Buy,213.41,2962.8,28.08,632291.15,28.08,9.38,18.7,1.45,No,20
U104787,2024-04-04,Delhi,Premium,Verified,T704787,2024-09-09,Equity,Sell,347.15,3680.5,6.55,1277685.57,6.55,3.23,3.32,7.44,No,48
U104788,2024-01-21,Kolkata,Basic,Pending,T704788,2024-09-04,Equity,Sell,406.14,2615.42,26.36,1062226.68,26.36,9.81,16.55,1.62,No,76
U104789,2024-01-14,Mumbai,Basic,Pending,T704789,2024-07-07,Equity,Buy,11.21,4438.1,49.66,49751.1,49.66,19.17,30.49,6.72,Yes,74
U104790,2024-05-30,Pune,Basic,Verified,T704790,2024-06-03,Crypto,Buy,212.46,672.51,14.24,142881.47,14.24,5.57,8.67,6.97,Yes,75
U104791,2024-02-28,Chennai,Premium,Verified,T704791,2024-07-12,Crypto,Sell,409.6,1924.9,46.41,788439.04,46.41,25.88,20.53,1.27,No,35
U104792,2024-02-25,Mumbai,Premium,Verified,T704792,2024-06-06,Equity,Sell,223.57,3448.48,48.55,770976.67,48.55,15.69,32.86,6.76,Yes,73
U104793,2024-02-02,Bengaluru,Premium,Pending,T704793,2024-10-15,Equity,Sell,488.58,4381.79,25.13,2140854.96,25.13,11.73,13.4,6.31,Yes,1
U104794,2024-05-16,Bengaluru,Premium,Verified,T704794,2024-07-19,F&O,Buy,174.01,1093.22,8.2,190231.21,8.2,2.73,5.47,1.05,No,90
U104795,2024-03-29,Mumbai,Basic,Pending,T704795,2024-07-28,F&O,Buy,15.62,3774.43,19.9,58956.6,19.9,7.09,12.81,2.08,No,90
U104796,2024-01-25,Bengaluru,Premium,Pending,T704796,2024-09-14,F&O,Sell,159.4,3013.46,15.18,480345.52,15.18,5.62,9.56,7.59,Yes,51
U104797,2024-05-06,Kolkata,Premium,Verified,T704797,2024-10-17,Equity,Sell,142.11,3705.86,35.17,526639.76,35.17,19.52,15.65,1.9,No,30
U104798,2024-02-10,Bengaluru,Premium,Pending,T704798,2024-09-24,F&O,Sell,337.36,4969.7,35.23,1676577.99,35.23,17.71,17.52,6.8,Yes,58
U104799,2024-01-04,Kolkata,Premium,Verified,T704799,2024-07-20,Crypto,Buy,194.35,2296.62,10.2,446348.1,10.2,5.63,4.57,4.03,No,10
U104800,2024-05-18,Hyderabad,Premium,Verified,T704800,2024-09-29,F&O,Buy,377.26,4147.55,27.79,1564704.71,27.79,16.59,11.2,6.21,Yes,41
U104801,2024-03-16,Pune,Basic,Pending,T704801,2024-09-01,Equity,Sell,153.45,243.49,31.82,37363.54,31.82,12.8,19.02,2.35,No,19
U104802,2024-03-19,Delhi,Premium,Pending,T704802,2024-07-25,Equity,Sell,209.75,2714.35,25.73,569334.91,25.73,11.21,14.52,1.42,No,70
U104803,2024-01-01,Delhi,Premium,Pending,T704803,2024-07-03,F&O,Sell,398.65,2632.2,42.75,1049326.53,42.75,13.41,29.34,6.05,No,30
U104804,2024-05-07,Chennai,Basic,Pending,T704804,2024-09-17,Equity,Sell,331.63,295.96,29.85,98149.21,29.85,11.42,18.43,1.97,No,70
U104805,2024-03-15,Mumbai,Basic,Pending,T704805,2024-10-09,Equity,Sell,139.34,865.33,45.93,120575.08,45.93,25.17,20.76,6.48,Yes,1
U104806,2024-02-28,Mumbai,Premium,Pending,T704806,2024-10-08,Crypto,Buy,216.53,4320.34,30.94,935483.22,30.94,14.08,16.86,4.27,No,62
U104807,2024-01-26,Delhi,Basic,Verified,T704807,2024-06-05,F&O,Buy,463.67,1798.6,18.37,833956.86,18.37,6.24,12.13,7.05,Yes,114
U104808,2024-02-13,Mumbai,Basic,Verified,T704808,2024-06-27,F&O,Sell,39.24,1604.04,46.54,62942.53,46.54,17.25,29.29,1.94,No,36
U104809,2024-01-10,Bengaluru,Premium,Verified,T704809,2024-07-21,F&O,Sell,490.5,736.7,8.77,361351.35,8.77,4.59,4.18,6.61,Yes,29
U104810,2024-05-19,Chennai,Basic,Verified,T704810,2024-07-11,Crypto,Buy,111.65,1599.96,41.83,178635.53,41.83,15.14,26.69,4.3,No,7
U104811,2024-04-10,Bengaluru,Premium,Verified,T704811,2024-08-28,Equity,Buy,350.58,3512.81,15.6,1231520.93,15.6,5.13,10.47,1.52,No,82
U104812,2024-01-30,Delhi,Basic,Pending,T704812,2024-07-11,Crypto,Buy,414.04,3873.71,24.48,1603870.89,24.48,8.61,15.87,6.62,No,112
U104813,2024-03-24,Pune,Premium,Verified,T704813,2024-08-17,Crypto,Buy,384.74,824.44,13.23,317195.05,13.23,4.85,8.38,4.07,No,43
U104814,2024-01-04,Chennai,Basic,Pending,T704814,2024-07-07,F&O,Sell,446.1,4463.24,40.05,1991051.36,40.05,12.53,27.52,6.91,Yes,21
U104815,2024-05-05,Bengaluru,Basic,Pending,T704815,2024-09-20,F&O,Sell,332.8,3051.22,27.73,1015446.02,27.73,13.93,13.8,1.01,No,41
U104816,2024-05-13,Hyderabad,Basic,Verified,T704816,2024-10-05,F&O,Sell,159.45,4702.97,27.95,749888.57,27.95,9.72,18.23,2.1,No,81
U104817,2024-01-28,Pune,Premium,Pending,T704817,2024-06-22,Crypto,Buy,375.64,531.56,10.29,199675.2,10.29,3.84,6.45,7.89,Yes,30
U104818,2024-04-10,Pune,Basic,Verified,T704818,2024-07-12,Equity,Sell,488.84,1196.86,8.05,585073.04,8.05,2.66,5.39,3.3,No,84
U104819,2024-02-08,Delhi,Premium,Verified,T704819,2024-09-13,Crypto,Buy,337.26,2036.71,26.88,686900.81,26.88,16.03,10.85,6.15,Yes,42
U104820,2024-04-19,Mumbai,Premium,Pending,T704820,2024-10-18,Crypto,Sell,282.67,3143.12,40.96,888465.73,40.96,22.93,18.03,3.29,No,43
U104821,2024-03-27,Hyderabad,Premium,Pending,T704821,2024-08-20,Equity,Sell,345.77,4130.14,35.64,1428078.51,35.64,15.43,20.21,2.37,No,100
U104822,2024-04-19,Bengaluru,Premium,Pending,T704822,2024-10-01,Equity,Sell,494.17,358.01,30.99,176917.8,30.99,11.78,19.21,1.02,No,8
U104823,2024-05-28,Mumbai,Basic,Pending,T704823,2024-09-23,Equity,Sell,410.51,111.16,37.85,45632.29,37.85,17.2,20.65,4.25,No,89
U104824,2024-01-31,Pune,Premium,Pending,T704824,2024-10-13,Equity,Buy,496.55,4835.87,29.39,2401251.25,29.39,15.74,13.65,7.37,No,68
